type,block_id,seed,intensity,r_mean,r_std,r_entropy,ks_gue,ks_poi,ks_margin,vote,reducer_ks,reducer_mode
zeta,zeta_42_0012,42012,strong,0.594865,0.176127,3.460513,0.147425,0.423116,0.275691,GUE,0.190955,minimal
zeta,zeta_42_0013,42013,raw,0.587853,0.236353,3.659559,0.054774,0.339636,0.284862,GUE,0.0,none
zeta,zeta_42_0013,42013,soft,0.571024,0.194083,3.453961,0.136997,0.375503,0.238505,GUE,0.115578,minimal
zeta,zeta_42_0013,42013,mid,0.571024,0.194083,3.453961,0.136997,0.375503,0.238505,GUE,0.115578,minimal
zeta,zeta_42_0013,42013,strong,0.576996,0.161997,3.367448,0.175817,0.422739,0.246922,GUE,0.170854,minimal
zeta,zeta_42_0014,42014,raw,0.609604,0.232606,3.676136,0.055276,0.361244,0.305967,GUE,0.0,none
zeta,zeta_42_0014,42014,soft,0.603868,0.199018,3.408435,0.096043,0.410678,0.314636,GUE,0.090452,minimal
zeta,zeta_42_0014,42014,mid,0.603868,0.199018,3.408435,0.096043,0.410678,0.314636,GUE,0.090452,minimal
zeta,zeta_42_0014,42014,strong,0.607717,0.163445,3.293797,0.152638,0.47858,0.325942,GUE,0.165829,minimal
zeta,zeta_42_0015,42015,raw,0.604961,0.24732,3.668665,0.05848,0.343907,0.285427,GUE,0.0,none
zeta,zeta_42_0015,42015,soft,0.595527,0.207757,3.476008,0.086244,0.392651,0.306407,GUE,0.115578,minimal
zeta,zeta_42_0015,42015,mid,0.595527,0.207757,3.476008,0.086244,0.392651,0.306407,GUE,0.115578,minimal
zeta,zeta_42_0015,42015,strong,0.603917,0.169497,3.398295,0.12858,0.456847,0.328266,GUE,0.170854,minimal
zeta,zeta_42_0016,42016,raw,0.583258,0.229202,3.693012,0.058857,0.348304,0.289447,GUE,0.0,none
zeta,zeta_42_0016,42016,soft,0.562507,0.186772,3.464794,0.148304,0.394598,0.246294,GUE,0.110553,minimal
zeta,zeta_42_0016,42016,mid,0.562507,0.186772,3.464794,0.148304,0.394598,0.246294,GUE,0.110553,minimal
zeta,zeta_42_0016,42016,strong,0.570651,0.150126,3.246331,0.182286,0.453769,0.271482,GUE,0.165829,minimal
zeta,zeta_42_0017,42017,raw,0.618226,0.227993,3.626909,0.07902,0.38593,0.30691,GUE,0.0,none
zeta,zeta_42_0017,42017,soft,0.612864,0.190297,3.365114,0.129271,0.434296,0.305025,GUE,0.085427,minimal
zeta,zeta_42_0017,42017,mid,0.612864,0.190297,3.365114,0.129271,0.434296,0.305025,GUE,0.085427,minimal
zeta,zeta_42_0017,42017,strong,0.618476,0.162992,3.363697,0.141457,0.482538,0.34108,GUE,0.135678,minimal
zeta,zeta_42_0018,42018,raw,0.581448,0.225849,3.708053,0.049749,0.344033,0.294284,GUE,0.0,none
zeta,zeta_42_0018,42018,soft,0.571871,0.188135,3.456993,0.131344,0.383291,0.251947,GUE,0.085427,minimal
zeta,zeta_42_0018,42018,mid,0.571871,0.188135,3.456993,0.131344,0.383291,0.251947,GUE,0.085427,minimal
zeta,zeta_42_0018,42018,strong,0.580752,0.157864,3.40175,0.16608,0.452889,0.286809,GUE,0.135678,minimal
zeta,zeta_42_0019,42019,raw,0.594383,0.233364,3.66358,0.039824,0.365955,0.326131,GUE,0.0,none
zeta,zeta_42_0019,42019,soft,0.576571,0.18415,3.478143,0.138819,0.420729,0.28191,GUE,0.125628,minimal
zeta,zeta_42_0019,42019,mid,0.576571,0.18415,3.478143,0.138819,0.420729,0.28191,GUE,0.125628,minimal
zeta,zeta_42_0019,42019,strong,0.584459,0.15684,3.334325,0.156784,0.463065,0.306281,GUE,0.175879,minimal
zeta,zeta_42_0020,42020,raw,0.591478,0.229269,3.651525,0.068781,0.357035,0.288254,GUE,0.0,none
zeta,zeta_42_0020,42020,soft,0.584396,0.190722,3.514687,0.090704,0.406407,0.315704,GUE,0.105528,minimal
zeta,zeta_42_0020,42020,mid,0.584396,0.190722,3.514687,0.090704,0.406407,0.315704,GUE,0.105528,minimal
zeta,zeta_42_0020,42020,strong,0.582943,0.160261,3.314009,0.172739,0.43191,0.259171,GUE,0.180905,minimal
zeta,zeta_42_0021,42021,raw,0.583185,0.224264,3.645974,0.057224,0.344347,0.287123,GUE,0.0,none
zeta,zeta_42_0021,42021,soft,0.571105,0.186696,3.444359,0.154083,0.398053,0.24397,GUE,0.115578,minimal
zeta,zeta_42_0021,42021,mid,0.571105,0.186696,3.444359,0.154083,0.398053,0.24397,GUE,0.115578,minimal
zeta,zeta_42_0021,42021,strong,0.575965,0.150974,3.269823,0.203204,0.45892,0.255716,GUE,0.170854,minimal
zeta,zeta_42_0022,42022,raw,0.636377,0.208125,3.561451,0.103455,0.442399,0.338945,GUE,0.0,none
zeta,zeta_42_0022,42022,soft,0.624725,0.170921,3.315506,0.160427,0.483291,0.322864,GUE,0.105528,minimal
zeta,zeta_42_0022,42022,mid,0.624725,0.170921,3.315506,0.160427,0.483291,0.322864,GUE,0.105528,minimal
zeta,zeta_42_0022,42022,strong,0.632983,0.134395,3.202263,0.211809,0.539322,0.327513,GUE,0.165829,minimal
zeta,zeta_42_0023,42023,raw,0.594474,0.209277,3.594631,0.067399,0.387312,0.319912,GUE,0.0,none
zeta,zeta_42_0023,42023,soft,0.577633,0.160727,3.32134,0.163442,0.464698,0.301256,GUE,0.115578,minimal
zeta,zeta_42_0023,42023,mid,0.577633,0.160727,3.32134,0.163442,0.464698,0.301256,GUE,0.115578,minimal
zeta,zeta_42_0023,42023,strong,0.586054,0.129747,3.132257,0.199372,0.512312,0.31294,GUE,0.145729,minimal
zeta,zeta_42_0024,42024,raw,0.613748,0.222916,3.6534,0.054837,0.397299,0.342462,GUE,0.0,none
zeta,zeta_42_0024,42024,soft,0.605954,0.186703,3.434729,0.111809,0.453832,0.342023,GUE,0.080402,minimal
zeta,zeta_42_0024,42024,mid,0.605954,0.186703,3.434729,0.111809,0.453832,0.342023,GUE,0.080402,minimal
zeta,zeta_42_0024,42024,strong,0.60788,0.159382,3.303161,0.167902,0.493405,0.325503,GUE,0.150754,minimal
zeta,zeta_42_0025,42025,raw,0.630995,0.230939,3.636529,0.11608,0.382915,0.266834,GUE,0.0,none
zeta,zeta_42_0025,42025,soft,0.614436,0.201144,3.434655,0.107098,0.416143,0.309045,GUE,0.100503,minimal
zeta,zeta_42_0025,42025,mid,0.614436,0.201144,3.434655,0.107098,0.416143,0.309045,GUE,0.100503,minimal
zeta,zeta_42_0025,42025,strong,0.622309,0.169009,3.386352,0.130967,0.464824,0.333857,GUE,0.155779,minimal
zeta,zeta_42_0026,42026,raw,0.605531,0.234833,3.627379,0.056093,0.352261,0.296168,GUE,0.0,none
zeta,zeta_42_0026,42026,soft,0.599925,0.196673,3.410676,0.114761,0.412563,0.297802,GUE,0.105528,minimal
zeta,zeta_42_0026,42026,mid,0.599925,0.196673,3.410676,0.114761,0.412563,0.297802,GUE,0.105528,minimal
zeta,zeta_42_0026,42026,strong,0.603789,0.166674,3.300512,0.141394,0.457601,0.316206,GUE,0.165829,minimal
zeta,zeta_42_0027,42027,raw,0.562485,0.249734,3.748761,0.095163,0.296168,0.201005,GUE,0.0,none
zeta,zeta_42_0027,42027,soft,0.54338,0.222938,3.622808,0.123807,0.304711,0.180905,GUE,0.080402,minimal
zeta,zeta_42_0027,42027,mid,0.54338,0.222938,3.622808,0.123807,0.304711,0.180905,GUE,0.080402,minimal
zeta,zeta_42_0027,42027,strong,0.545763,0.189012,3.529286,0.175188,0.348744,0.173555,GUE,0.145729,minimal
zeta,zeta_42_0028,42028,raw,0.632324,0.222283,3.636763,0.095038,0.408291,0.313254,GUE,0.0,none
zeta,zeta_42_0028,42028,soft,0.626007,0.188058,3.382543,0.128329,0.447362,0.319033,GUE,0.095477,minimal
zeta,zeta_42_0028,42028,mid,0.626007,0.188058,3.382543,0.128329,0.447362,0.319033,GUE,0.095477,minimal
zeta,zeta_42_0028,42028,strong,0.632454,0.158435,3.368987,0.168279,0.479397,0.311118,GUE,0.145729,minimal
zeta,zeta_42_0029,42029,raw,0.596273,0.221706,3.635834,0.051005,0.376822,0.325817,GUE,0.0,none
zeta,zeta_42_0029,42029,soft,0.579536,0.174385,3.336444,0.167211,0.436935,0.269724,GUE,0.120603,minimal
zeta,zeta_42_0029,42029,mid,0.579536,0.174385,3.336444,0.167211,0.436935,0.269724,GUE,0.120603,minimal
zeta,zeta_42_0029,42029,strong,0.588119,0.140736,3.270579,0.202136,0.502387,0.300251,GUE,0.19598,minimal
zeta,zeta_42_0030,42030,raw,0.589923,0.226454,3.658204,0.055967,0.36696,0.310992,GUE,0.0,none
zeta,zeta_42_0030,42030,soft,0.584245,0.195812,3.476095,0.120163,0.407161,0.286997,GUE,0.085427,minimal
zeta,zeta_42_0030,42030,mid,0.584245,0.195812,3.476095,0.120163,0.407161,0.286997,GUE,0.085427,minimal
zeta,zeta_42_0030,42030,strong,0.587278,0.163837,3.327187,0.149309,0.441646,0.292337,GUE,0.140704,minimal
zeta,zeta_42_0031,42031,raw,0.590586,0.230257,3.66238,0.037563,0.352827,0.315264,GUE,0.0,none
zeta,zeta_42_0031,42031,soft,0.582924,0.194251,3.486289,0.120289,0.398053,0.277764,GUE,0.090452,minimal
zeta,zeta_42_0031,42031,mid,0.582924,0.194251,3.486289,0.120289,0.398053,0.277764,GUE,0.090452,minimal
zeta,zeta_42_0031,42031,strong,0.582597,0.164896,3.368234,0.160992,0.435616,0.274623,GUE,0.150754,minimal
zeta,zeta_42_0032,42032,raw,0.610754,0.241141,3.685604,0.057224,0.372927,0.315704,GUE,0.0,none
zeta,zeta_42_0032,42032,soft,0.609626,0.200742,3.466336,0.12255,0.433166,0.310616,GUE,0.100503,minimal
zeta,zeta_42_0032,42032,mid,0.609626,0.200742,3.466336,0.12255,0.433166,0.310616,GUE,0.100503,minimal
zeta,zeta_42_0032,42032,strong,0.608665,0.165266,3.33663,0.151947,0.46941,0.317462,GUE,0.165829,minimal
zeta,zeta_42_0033,42033,raw,0.591093,0.243461,3.662611,0.037877,0.33191,0.294033,GUE,0.0,none
zeta,zeta_42_0033,42033,soft,0.577247,0.214896,3.541598,0.101382,0.367274,0.265892,GUE,0.095477,minimal
zeta,zeta_42_0033,42033,mid,0.577247,0.214896,3.541598,0.101382,0.367274,0.265892,GUE,0.095477,minimal
zeta,zeta_42_0033,42033,strong,0.583555,0.176297,3.387668,0.137437,0.435302,0.297864,GUE,0.150754,minimal
zeta,zeta_42_0034,42034,raw,0.592282,0.245651,3.659454,0.052889,0.347299,0.29441,GUE,0.0,none
zeta,zeta_42_0034,42034,soft,0.577448,0.209394,3.453301,0.112688,0.382663,0.269975,GUE,0.115578,minimal
zeta,zeta_42_0034,42034,mid,0.577448,0.209394,3.453301,0.112688,0.382663,0.269975,GUE,0.115578,minimal
zeta,zeta_42_0034,42034,strong,0.583203,0.169599,3.35844,0.15402,0.422111,0.26809,GUE,0.160804,minimal
zeta,zeta_42_0035,42035,raw,0.597847,0.228503,3.682347,0.030779,0.358794,0.328015,GUE,0.0,none
zeta,zeta_42_0035,42035,soft,0.578698,0.183664,3.3463,0.150628,0.395917,0.245289,GUE,0.130653,minimal
zeta,zeta_42_0035,42035,mid,0.578698,0.183664,3.3463,0.150628,0.395917,0.245289,GUE,0.130653,minimal
zeta,zeta_42_0035,42035,strong,0.581599,0.14665,3.241658,0.187688,0.479209,0.29152,GUE,0.201005,minimal
zeta,zeta_42_0036,42036,raw,0.581581,0.239972,3.707513,0.054334,0.317588,0.263254,GUE,0.0,none
zeta,zeta_42_0036,42036,soft,0.565519,0.196675,3.4528,0.116332,0.382915,0.266583,GUE,0.110553,minimal
zeta,zeta_42_0036,42036,mid,0.565519,0.196675,3.4528,0.116332,0.382915,0.266583,GUE,0.110553,minimal
zeta,zeta_42_0036,42036,strong,0.574442,0.160506,3.28229,0.173241,0.441646,0.268405,GUE,0.175879,minimal
zeta,zeta_42_0037,42037,raw,0.559517,0.234968,3.691775,0.097864,0.30245,0.204585,GUE,0.0,none
zeta,zeta_42_0037,42037,soft,0.541386,0.184709,3.458378,0.179899,0.351193,0.171294,GUE,0.135678,minimal
zeta,zeta_42_0037,42037,mid,0.541386,0.184709,3.458378,0.179899,0.351193,0.171294,GUE,0.135678,minimal
zeta,zeta_42_0037,42037,strong,0.54853,0.148761,3.204559,0.223681,0.435239,0.211558,GUE,0.180905,minimal
zeta,zeta_42_0038,42038,raw,0.586946,0.23435,3.643603,0.056156,0.347676,0.29152,GUE,0.0,none
zeta,zeta_42_0038,42038,soft,0.576369,0.198166,3.479099,0.108166,0.396734,0.288568,GUE,0.095477,minimal
zeta,zeta_42_0038,42038,mid,0.576369,0.198166,3.479099,0.108166,0.396734,0.288568,GUE,0.095477,minimal
zeta,zeta_42_0038,42038,strong,0.582079,0.162988,3.369472,0.166332,0.434673,0.268342,GUE,0.175879,minimal
zeta,zeta_42_0039,42039,raw,0.608942,0.222912,3.641637,0.052198,0.377261,0.325063,GUE,0.0,none
zeta,zeta_42_0039,42039,soft,0.600397,0.187801,3.418807,0.117274,0.417462,0.300188,GUE,0.100503,minimal
zeta,zeta_42_0039,42039,mid,0.600397,0.187801,3.418807,0.117274,0.417462,0.300188,GUE,0.100503,minimal
zeta,zeta_42_0039,42039,strong,0.605773,0.16339,3.303881,0.136809,0.468656,0.331847,GUE,0.130653,minimal
zeta,zeta_42_0040,42040,raw,0.576956,0.246442,3.682202,0.089322,0.336432,0.247111,GUE,0.0,none
zeta,zeta_42_0040,42040,soft,0.551763,0.205161,3.500009,0.134045,0.364887,0.230842,GUE,0.120603,minimal
zeta,zeta_42_0040,42040,mid,0.551763,0.205161,3.500009,0.134045,0.364887,0.230842,GUE,0.120603,minimal
zeta,zeta_42_0040,42040,strong,0.56229,0.175677,3.458219,0.160302,0.390075,0.229774,GUE,0.165829,minimal
zeta,zeta_42_0041,42041,raw,0.570002,0.223106,3.64801,0.115766,0.342023,0.226256,GUE,0.0,none
zeta,zeta_42_0041,42041,soft,0.552232,0.182899,3.361903,0.216269,0.38549,0.169221,GUE,0.110553,minimal
zeta,zeta_42_0041,42041,mid,0.552232,0.182899,3.361903,0.216269,0.38549,0.169221,GUE,0.110553,minimal
zeta,zeta_42_0041,42041,strong,0.553614,0.144086,3.223528,0.244912,0.436872,0.19196,GUE,0.160804,minimal
zeta,zeta_42_0042,42042,raw,0.586228,0.22656,3.64786,0.093467,0.364322,0.270854,GUE,0.0,none
zeta,zeta_42_0042,42042,soft,0.568904,0.178919,3.403073,0.173869,0.42142,0.24755,GUE,0.105528,minimal
zeta,zeta_42_0042,42042,mid,0.568904,0.178919,3.403073,0.173869,0.42142,0.24755,GUE,0.105528,minimal
zeta,zeta_42_0042,42042,strong,0.575121,0.146727,3.209211,0.203832,0.45603,0.252198,GUE,0.165829,minimal
zeta,zeta_42_0043,42043,raw,0.59028,0.240976,3.666613,0.070289,0.339008,0.268719,GUE,0.0,none
zeta,zeta_42_0043,42043,soft,0.575257,0.192923,3.421955,0.11294,0.393656,0.280716,GUE,0.135678,minimal
zeta,zeta_42_0043,42043,mid,0.575257,0.192923,3.421955,0.11294,0.393656,0.280716,GUE,0.135678,minimal
zeta,zeta_42_0043,42043,strong,0.580261,0.153976,3.285538,0.170477,0.475377,0.304899,GUE,0.19598,minimal
zeta,zeta_42_0044,42044,raw,0.601424,0.213204,3.598747,0.070163,0.38995,0.319786,GUE,0.0,none
zeta,zeta_42_0044,42044,soft,0.590632,0.175453,3.332899,0.144786,0.443719,0.298932,GUE,0.105528,minimal
zeta,zeta_42_0044,42044,mid,0.590632,0.175453,3.332899,0.144786,0.443719,0.298932,GUE,0.105528,minimal
zeta,zeta_42_0044,42044,strong,0.597706,0.140278,3.226545,0.178204,0.492148,0.313945,GUE,0.155779,minimal
zeta,zeta_42_0045,42045,raw,0.594553,0.233526,3.678651,0.037626,0.363003,0.325377,GUE,0.0,none
zeta,zeta_42_0045,42045,soft,0.584043,0.198832,3.438842,0.100314,0.403204,0.302889,GUE,0.100503,minimal
zeta,zeta_42_0045,42045,mid,0.584043,0.198832,3.438842,0.100314,0.403204,0.302889,GUE,0.100503,minimal
zeta,zeta_42_0045,42045,strong,0.587738,0.160173,3.319527,0.151947,0.456533,0.304585,GUE,0.160804,minimal
zeta,zeta_42_0046,42046,raw,0.579906,0.222796,3.653505,0.072299,0.372802,0.300503,GUE,0.0,none
zeta,zeta_42_0046,42046,soft,0.567247,0.188754,3.464935,0.142588,0.39554,0.252952,GUE,0.095477,minimal
zeta,zeta_42_0046,42046,mid,0.567247,0.188754,3.464935,0.142588,0.39554,0.252952,GUE,0.095477,minimal
zeta,zeta_42_0046,42046,strong,0.568653,0.156304,3.292224,0.18191,0.450126,0.268216,GUE,0.140704,minimal
zeta,zeta_42_0047,42047,raw,0.558466,0.234165,3.651248,0.11809,0.324749,0.206658,GUE,0.0,none
zeta,zeta_42_0047,42047,soft,0.550467,0.200529,3.452276,0.178266,0.377198,0.198932,GUE,0.085427,minimal
zeta,zeta_42_0047,42047,mid,0.550467,0.200529,3.452276,0.178266,0.377198,0.198932,GUE,0.085427,minimal
zeta,zeta_42_0047,42047,strong,0.549869,0.172966,3.374465,0.20245,0.410302,0.207852,GUE,0.130653,minimal
zeta,zeta_42_0048,42048,raw,0.575145,0.228487,3.684729,0.072802,0.326131,0.253329,GUE,0.0,none
zeta,zeta_42_0048,42048,soft,0.556181,0.19148,3.480228,0.143781,0.365515,0.221734,GUE,0.110553,minimal
zeta,zeta_42_0048,42048,mid,0.556181,0.19148,3.480228,0.143781,0.365515,0.221734,GUE,0.110553,minimal
zeta,zeta_42_0048,42048,strong,0.566609,0.15757,3.257,0.198241,0.434108,0.235867,GUE,0.165829,minimal
gue,gue_80000_0000,80000000,raw,0.58148,0.240675,3.739221,0.045289,0.336495,0.291206,GUE,0.0,none
gue,gue_80000_0000,80000000,soft,0.565463,0.202556,3.480465,0.153706,0.396545,0.242839,GUE,0.115578,minimal
gue,gue_80000_0000,80000000,mid,0.565463,0.202556,3.480465,0.153706,0.396545,0.242839,GUE,0.115578,minimal
gue,gue_80000_0000,80000000,strong,0.574306,0.168839,3.38184,0.194221,0.422236,0.228015,GUE,0.170854,minimal
gue,gue_80000_0001,80000001,raw,0.579378,0.250183,3.662245,0.067839,0.31608,0.248241,GUE,0.0,none
gue,gue_80000_0001,80000001,soft,0.562019,0.207117,3.445876,0.161495,0.376382,0.214887,GUE,0.105528,minimal
gue,gue_80000_0001,80000001,mid,0.562019,0.207117,3.445876,0.161495,0.376382,0.214887,GUE,0.105528,minimal
gue,gue_80000_0001,80000001,strong,0.567079,0.168354,3.408711,0.178141,0.427136,0.248995,GUE,0.180905,minimal
gue,gue_80000_0002,80000002,raw,0.624738,0.221606,3.641749,0.081407,0.405276,0.323869,GUE,0.0,none
gue,gue_80000_0002,80000002,soft,0.617541,0.179957,3.432818,0.120038,0.455025,0.334987,GUE,0.090452,minimal
gue,gue_80000_0002,80000002,mid,0.617541,0.179957,3.432818,0.120038,0.455025,0.334987,GUE,0.090452,minimal
gue,gue_80000_0002,80000002,strong,0.626056,0.148569,3.27273,0.195226,0.526822,0.331595,GUE,0.160804,minimal
gue,gue_80000_0003,80000003,raw,0.591812,0.223134,3.656506,0.048932,0.371482,0.32255,GUE,0.0,none
gue,gue_80000_0003,80000003,soft,0.576358,0.18527,3.443781,0.117588,0.411181,0.293593,GUE,0.085427,minimal
gue,gue_80000_0003,80000003,mid,0.576358,0.18527,3.443781,0.117588,0.411181,0.293593,GUE,0.085427,minimal
gue,gue_80000_0003,80000003,strong,0.582832,0.150692,3.305012,0.163756,0.454146,0.290389,GUE,0.165829,minimal
gue,gue_80000_0004,80000004,raw,0.597942,0.228333,3.655818,0.035364,0.374749,0.339384,GUE,0.0,none
gue,gue_80000_0004,80000004,soft,0.585975,0.193127,3.403793,0.109862,0.425,0.315138,GUE,0.100503,minimal
gue,gue_80000_0004,80000004,mid,0.585975,0.193127,3.403793,0.109862,0.425,0.315138,GUE,0.100503,minimal
gue,gue_80000_0004,80000004,strong,0.588938,0.157086,3.311796,0.192274,0.447613,0.255339,GUE,0.19598,minimal
gue,gue_80000_0005,80000005,raw,0.612765,0.238625,3.629069,0.11005,0.372425,0.262374,GUE,0.0,none
gue,gue_80000_0005,80000005,soft,0.598986,0.203236,3.462231,0.108291,0.370477,0.262186,GUE,0.110553,minimal
gue,gue_80000_0005,80000005,mid,0.598986,0.203236,3.462231,0.108291,0.370477,0.262186,GUE,0.110553,minimal
gue,gue_80000_0005,80000005,strong,0.607037,0.167785,3.326381,0.156784,0.454083,0.297299,GUE,0.165829,minimal
gue,gue_80000_0006,80000006,raw,0.625327,0.245541,3.679022,0.096231,0.3625,0.266269,GUE,0.0,none
gue,gue_80000_0006,80000006,soft,0.620573,0.214187,3.440618,0.074623,0.402701,0.328078,GUE,0.105528,minimal
gue,gue_80000_0006,80000006,mid,0.620573,0.214187,3.440618,0.074623,0.402701,0.328078,GUE,0.105528,minimal
gue,gue_80000_0006,80000006,strong,0.627794,0.176779,3.374223,0.122048,0.460427,0.338379,GUE,0.165829,minimal
gue,gue_80000_0007,80000007,raw,0.602719,0.234027,3.676177,0.042839,0.369724,0.326884,GUE,0.0,none
gue,gue_80000_0007,80000007,soft,0.5909,0.200851,3.490693,0.07902,0.41495,0.33593,GUE,0.075377,minimal
