type,block_id,seed,intensity,r_mean,r_std,r_entropy,ks_gue,ks_poi,ks_margin,vote,reducer_ks,reducer_mode
zeta,zeta_42_0006,42006,raw,0.608222,0.225168,3.660894,0.064322,0.361055,0.296734,GUE,0.0,none
zeta,zeta_42_0006,42006,soft,0.595263,0.185781,3.403881,0.144347,0.397362,0.253015,GUE,0.125628,minimal
zeta,zeta_42_0006,42006,mid,0.595263,0.185781,3.403881,0.144347,0.397362,0.253015,GUE,0.125628,minimal
zeta,zeta_42_0006,42006,strong,0.599941,0.147072,3.261304,0.168405,0.459862,0.291457,GUE,0.170854,minimal
zeta,zeta_42_0007,42007,raw,0.580311,0.225737,3.572358,0.124812,0.383166,0.258354,GUE,0.0,none
zeta,zeta_42_0007,42007,soft,0.568387,0.182353,3.396496,0.157789,0.428392,0.270603,GUE,0.090452,minimal
zeta,zeta_42_0007,42007,mid,0.568387,0.182353,3.396496,0.157789,0.428392,0.270603,GUE,0.090452,minimal
zeta,zeta_42_0007,42007,strong,0.571109,0.145674,3.27101,0.188945,0.461055,0.272111,GUE,0.160804,minimal
zeta,zeta_42_0008,42008,raw,0.603794,0.245327,3.632979,0.061872,0.347048,0.285176,GUE,0.0,none
zeta,zeta_42_0008,42008,soft,0.582947,0.213288,3.508396,0.075,0.408229,0.333229,GUE,0.105528,minimal
zeta,zeta_42_0008,42008,mid,0.582947,0.213288,3.508396,0.075,0.408229,0.333229,GUE,0.105528,minimal
zeta,zeta_42_0008,42008,strong,0.593298,0.169432,3.399981,0.115515,0.456407,0.340892,GUE,0.160804,minimal
zeta,zeta_42_0009,42009,raw,0.607108,0.233964,3.667544,0.049749,0.368342,0.318593,GUE,0.0,none
zeta,zeta_42_0009,42009,soft,0.596859,0.196589,3.536356,0.08505,0.415327,0.330276,GUE,0.110553,minimal
zeta,zeta_42_0009,42009,mid,0.596859,0.196589,3.536356,0.08505,0.415327,0.330276,GUE,0.110553,minimal
zeta,zeta_42_0009,42009,strong,0.596014,0.156913,3.355267,0.161621,0.469095,0.307475,GUE,0.190955,minimal
zeta,zeta_42_0010,42010,raw,0.6074,0.235799,3.635235,0.056093,0.379523,0.32343,GUE,0.0,none
zeta,zeta_42_0010,42010,soft,0.583867,0.19403,3.453283,0.128769,0.399058,0.270289,GUE,0.135678,minimal
zeta,zeta_42_0010,42010,mid,0.583867,0.19403,3.453283,0.128769,0.399058,0.270289,GUE,0.135678,minimal
zeta,zeta_42_0010,42010,strong,0.592207,0.166542,3.300181,0.153455,0.433354,0.279899,GUE,0.165829,minimal
zeta,zeta_42_0011,42011,raw,0.577162,0.252646,3.703806,0.084234,0.30245,0.218216,GUE,0.0,none
zeta,zeta_42_0011,42011,soft,0.575968,0.219227,3.543192,0.09353,0.349749,0.256219,GUE,0.065327,minimal
zeta,zeta_42_0011,42011,mid,0.575968,0.219227,3.543192,0.09353,0.349749,0.256219,GUE,0.065327,minimal
zeta,zeta_42_0011,42011,strong,0.574869,0.179157,3.453583,0.136055,0.429146,0.29309,GUE,0.165829,minimal
zeta,zeta_42_0012,42012,raw,0.617873,0.223672,3.652009,0.062814,0.380339,0.317525,GUE,0.0,none
zeta,zeta_42_0012,42012,soft,0.605593,0.182005,3.454731,0.106281,0.41941,0.313128,GUE,0.115578,minimal
zeta,zeta_42_0012,42012,mid,0.605593,0.182005,3.454731,0.106281,0.41941,0.313128,GUE,0.115578,minimal
zeta,zeta_42_0012,42012,strong,0.608895,0.157899,3.35348,0.14843,0.470917,0.322487,GUE,0.175879,minimal
zeta,zeta_42_0013,42013,raw,0.609287,0.237065,3.675138,0.057286,0.36093,0.303643,GUE,0.0,none
zeta,zeta_42_0013,42013,soft,0.592671,0.200494,3.489135,0.092462,0.408543,0.31608,GUE,0.110553,minimal
zeta,zeta_42_0013,42013,mid,0.592671,0.200494,3.489135,0.092462,0.408543,0.31608,GUE,0.110553,minimal
zeta,zeta_42_0013,42013,strong,0.598304,0.159554,3.362854,0.134799,0.460176,0.325377,GUE,0.165829,minimal
zeta,zeta_42_0014,42014,raw,0.555972,0.228507,3.647008,0.106219,0.308354,0.202136,GUE,0.0,none
zeta,zeta_42_0014,42014,soft,0.549746,0.188411,3.37753,0.201696,0.360992,0.159296,GUE,0.100503,minimal
zeta,zeta_42_0014,42014,mid,0.549746,0.188411,3.37753,0.201696,0.360992,0.159296,GUE,0.100503,minimal
zeta,zeta_42_0014,42014,strong,0.552879,0.151566,3.320794,0.238254,0.404774,0.16652,GUE,0.155779,minimal
zeta,zeta_42_0015,42015,raw,0.628092,0.215534,3.62236,0.103266,0.403643,0.300377,GUE,0.0,none
